job_index,replicate_index,seed,nll,mse,mae,r2
0,0,3023998541,2.876520998394715,13.953588485717772,2.582760095596313,0.9517592191696168
0,1,2970908266,2.5522773599824644,11.512566566467283,2.4644038677215576,0.95949524641037
0,2,2253905059,2.511972595216436,10.922402381896973,2.46999740600586,0.9623942971229552
0,3,2199221172,2.6228745938289064,11.03914737701416,2.4420864582061768,0.9616222381591796
0,4,1192768812,2.5836140742607814,11.918086051940918,2.5763421058654785,0.9591126441955566
0,5,1676973821,2.5950911384581685,11.814257621765137,2.462221145629883,0.9603678584098816
0,6,810907239,2.785534902954156,15.447813034057615,2.593535184860229,0.9480249285697936
0,7,729266704,2.5594105851020106,11.86333465576172,2.5192291736602783,0.9572554230690002
0,8,3280173817,2.7946821813257503,15.075665473937988,2.6347615718841557,0.9462106823921204
0,9,2939642204,2.567245292636705,12.71401309967041,2.327475547790528,0.9568231105804444
1,10,3290936230,2.741472326303567,14.158384323120115,2.6343297958374023,0.9535866975784302
1,11,2737152525,2.7243655683708834,12.64867877960205,2.5174031257629395,0.9546821713447572
1,12,1158480471,2.7841122235516447,14.461311340332031,2.712977886199951,0.9473426342010498
1,13,1585093229,2.761780604574433,12.157508850097656,2.481043100357056,0.9585753679275512
1,14,1737871151,2.6070346979334493,11.451010704040527,2.497236728668213,0.9613911509513856
1,15,3954553534,2.604530827949277,11.546463966369627,2.4950473308563232,0.9610477089881896
1,16,1425963406,2.6379463944957027,12.266108512878418,2.606659173965454,0.9599125981330872
1,17,3083227987,2.5921407975412123,13.079129219055176,2.5108253955841064,0.9557289481163024
1,18,4239650843,2.7285166847157907,14.18380641937256,2.515263795852661,0.9492387771606444
1,19,1229091904,2.674850645795064,13.917542457580566,2.658831834793091,0.9539421796798706
2,20,537266697,2.612965641949549,12.605499267578123,2.4944536685943604,0.9562080502510072
2,21,1451639359,2.6646625849384744,13.814295768737791,2.4852938652038574,0.9502211213111876
2,22,3207221960,2.899634632846662,15.85098361968994,2.6640074253082275,0.9480260014533995
2,23,690637451,2.936340675397599,13.188182830810549,2.512546300888061,0.955364465713501
2,24,1345078318,2.616679188701071,13.254705429077148,2.592503309249878,0.9543204307556152
2,25,2205632966,2.859922124694521,14.576823234558104,2.587495803833008,0.9503719806671144
2,26,1033146440,2.674780095861741,13.389610290527344,2.657444953918457,0.9542352557182312
2,27,1055249306,2.5483622490959723,10.571318626403809,2.4902634620666504,0.9640105962753296
2,28,3331008880,2.642995225228157,11.180373191833496,2.4232685565948486,0.96284419298172
2,29,3955827539,2.964541457670621,16.3245849609375,2.649585485458374,0.9475155472755432
3,30,2969694526,2.586850289677408,11.463949203491213,2.427121162414551,0.9590268731117249
3,31,3262219992,2.8215699299204053,17.152568817138672,2.6516404151916504,0.9378621578216552
3,32,3100940326,2.6361315334236286,11.495708465576172,2.5563151836395264,0.9587310552597046
3,33,944020645,2.6534347237607405,12.079951286315918,2.5242435932159424,0.958239495754242
3,34,3055465740,2.6085606211525314,11.796244621276855,2.5589816570281982,0.9579445719718932
3,35,2578858300,2.7180543404473494,13.45100212097168,2.7074949741363525,0.952242076396942
3,36,3915299906,2.53196382052218,11.53644847869873,2.496945381164551,0.960457682609558
3,37,91750999,2.653337481688858,11.739885330200195,2.5033442974090576,0.9599080085754396
3,38,2932568576,2.546464353203699,9.96050262451172,2.3656067848205566,0.9660507440567015
3,39,4050454647,2.502955843630833,10.33323574066162,2.41528058052063,0.9637807607650756
4,40,278071048,2.8235041445265483,14.213329315185549,2.575759172439575,0.9502034187316896
4,41,413184257,2.744871607469445,14.303054809570312,2.597863912582397,0.9526461958885192
4,42,159308872,2.820864578653983,11.91503620147705,2.474655866622925,0.9600277543067932
4,43,2590685560,2.509854094697124,10.224772453308104,2.4518775939941406,0.9642661213874816
4,44,3058099113,2.654556317556477,12.93382740020752,2.60090708732605,0.954838752746582
4,45,179468956,2.5994864971638805,10.84450912475586,2.450891733169556,0.9629682898521424
4,46,706304797,2.6061241790418195,11.365742683410645,2.464632749557495,0.9611496329307556
4,47,2080879716,2.496931919175999,10.162245750427246,2.44685435295105,0.9653696417808532
4,48,4063089506,2.506432472022894,10.490506172180176,2.4408152103424072,0.9640533328056335
4,49,2116502769,2.638595561167059,13.00107765197754,2.5145342350006104,0.9547039270401
5,50,1963565702,2.5522848978411017,10.463915824890137,2.454233169555664,0.9634235501289368
5,51,934079125,2.594783639532211,12.096904754638672,2.6206769943237305,0.9592645168304444
5,52,3645204921,2.579318743665308,11.132638931274414,2.4611153602600098,0.9614800214767456
