job_index,replicate_index,seed,nll,mse,mae,r2
11,110,965698773,3.0867385783792165,13.569598197937012,2.7014000415802,0.9509572386741638
11,111,2279545619,3.2138311984755266,13.617565155029297,2.825467586517334,0.9525618553161621
11,112,1857128640,2.903659425654421,12.0674467086792,2.638815402984619,0.9575227499008179
11,113,2153269228,2.8413414526985643,12.973746299743652,2.6891555786132812,0.9532475471496582
11,114,2312678199,2.888904394068588,12.21096420288086,2.621469259262085,0.9587998390197754
11,115,586077258,2.9646411482156574,12.198615074157715,2.593284845352173,0.959237813949585
11,116,54375654,2.7889468102810047,12.743553161621094,2.7217674255371094,0.9565494656562805
11,117,2551889786,2.982966586965227,13.22336196899414,2.6914210319519043,0.9556000232696533
11,118,878419935,3.681057107083828,12.611289024353027,2.6298887729644775,0.9554585218429565
11,119,1449367758,3.2274219076861934,14.608407974243164,2.781569004058838,0.9486491084098816
