job_index,replicate_index,seed,nll,mse,mae,r2
18,180,77997924,3.0160827228577927,14.316596031188965,2.7699568271636963,0.9512050747871399
18,181,825739915,2.7428559122866325,11.637640953063965,2.6072423458099365,0.9612002968788147
18,182,1054184066,3.095231102859527,13.950677871704102,2.563734292984009,0.953715443611145
18,183,2454703563,2.772792742328152,12.157033920288086,2.623361587524414,0.9594976902008057
18,184,485859564,3.286157815791936,14.349020004272461,2.8032212257385254,0.9507999420166016
18,185,127578990,2.945027804742514,13.403155326843262,2.655620574951172,0.9520891308784485
18,186,2739504792,3.093841761908731,13.626760482788086,2.8038828372955322,0.9543017148971558
18,187,2070562926,2.8244945901027183,13.254023551940918,2.7759227752685547,0.9539200067520142
18,188,3074431392,2.814390271597363,14.27955436706543,2.840388298034668,0.9507625699043274
18,189,739945397,2.957275348888345,11.559685707092285,2.6012532711029053,0.9596443772315979
